image,emotion
FEAR/fear (2161).jpg,3
NEUTRAL/neutral (4766).jpg,5
NEUTRAL/neutral (1546).jpg,5
SADNESS/sadness (5000).jpg,6
Azra_Akin_0003.jpg,4
CONTEMPT/contempt (289).jpg,1
NEUTRAL/neutral (3872).png,5
NEUTRAL/neutral (2009).jpg,5
SURPRISE/surprise (880).png,7
Jean-Pierre_Raffarin_0004.jpg,5
SURPRISE/surprise (771).png,7
CONTEMPT/contempt (173).jpg,1
ANGER/anger (1864).jpg,0
William_Martin_0001.jpg,5
HAPPINESS/happiness (6376).jpg,4
HAPPINESS/happiness (6799).png,4
HAPPINESS/happiness (7198).png,4
ANGER/anger (4614).jpg,0
SURPRISE/surprise (2523).jpg,7
FEAR/fear (26).jpg,3
CONTEMPT/contempt (659).jpg,1
ANGER/anger (5195).jpg,0
NEUTRAL/neutral (2604).png,5
HAPPINESS/happiness (5898).png,4
CONTEMPT/contempt (2133).jpg,1
HAPPINESS/happiness (7315).png,4
ANGER/anger (70).jpg,0
Atal_Bihari_Vajpayee_0008.jpg,4
Bill_Parcells_0002.jpg,4
John_Paul_II_0010.jpg,5
DISGUST/disgust (2404).jpg,2
SADNESS/sadness (3705).jpg,6
ANGER/anger (5484).jpg,0
SADNESS/sadness (1443).jpg,6
FEAR/fear (2595).jpg,3
NEUTRAL/neutral (2793).jpg,5
FEAR/fear (3535).jpg,3
NEUTRAL/neutral (4996).jpg,5
SADNESS/sadness (107).jpg,6
Paul_Patton_0002.jpg,5
SADNESS/sadness (110).jpg,6
SADNESS/sadness (3938).jpg,6
SADNESS/sadness (1307).png,6
SADNESS/sadness (4171).jpg,6
DISGUST/disgust (1054).jpg,2
SURPRISE/surprise (2374).jpg,7
NEUTRAL/neutral (2799).png,5
DISGUST/disgust (3624).jpg,2
NEUTRAL/neutral (672).jpg,5
SURPRISE/surprise (3614).jpg,7
SADNESS/sadness (2056).jpg,6
SADNESS/sadness (1966).jpg,6
NEUTRAL/neutral (2789).jpg,5
NEUTRAL/neutral (2511).jpg,5
NEUTRAL/neutral (1854).png,5
SURPRISE/surprise (5178).jpg,7
CONTEMPT/contempt (840).jpg,1
SADNESS/sadness (2665).jpg,6
CONTEMPT/contempt (1672).jpg,1
Sepp_Blatter_0004.jpg,5
Zhang_Wenkang_0001.jpg,4
ANGER/anger (5039).jpg,0
SADNESS/sadness (1479).jpg,6
CONTEMPT/contempt (1222).jpg,1
Martin_Landau_0001.jpg,4
Yekaterina_Guseva_0001.jpg,4
ANGER/anger (3238).jpg,0
NEUTRAL/neutral (4858).png,5
NEUTRAL/neutral (3505).jpg,5
SADNESS/sadness (5384).jpg,6
NEUTRAL/neutral (3968).jpg,5
SADNESS/sadness (2562).jpg,6
ANGER/anger (5746).jpg,0
DISGUST/disgust (13).jpg,2
HAPPINESS/happiness (6543).png,4
NEUTRAL/neutral (1067).jpg,5
HAPPINESS/happiness (5110).png,4
Tony_Blair_0003.jpg,4
DISGUST/disgust (3178).jpg,2
Ali_Ahmeti_0001.jpg,5
Ralf_Schumacher_0001.jpg,4
Joerg_Haider_0002.jpg,4
HAPPINESS/happiness (4213).jpg,4
SURPRISE/surprise (6092).jpg,7
SURPRISE/surprise (5871).jpg,7
Kim_Hong-gul_0001.jpg,5
HAPPINESS/happiness (417).png,4
FEAR/fear (3812).jpg,3
ANGER/anger (3059).jpg,0
DISGUST/disgust (1289).jpg,2
HAPPINESS/happiness (4091).jpg,4
HAPPINESS/happiness (2599).jpg,4
Reinhard_Buetikofer_0001.jpg,4
NEUTRAL/neutral (3306).jpg,5
SADNESS/sadness (4017).jpg,6
ANGER/anger (4841).jpg,0
HAPPINESS/happiness (3274).jpg,4
FEAR/fear (1198).jpg,3
SURPRISE/surprise (4118).jpg,7
CONTEMPT/contempt (2299).jpg,1
HAPPINESS/happiness (6454).jpg,4
HAPPINESS/happiness (1090).png,4
KatrinaKaif_78.jpg,2
HAPPINESS/happiness (4963).jpg,4
NEUTRAL/neutral (4945).png,5
NEUTRAL/neutral (3653).jpg,5
SURPRISE/surprise (5652).jpg,7
Jean-Pierre_Raffarin_0002.jpg,5
SURPRISE/surprise (5403).jpg,7
SADNESS/sadness (2508).jpg,6
William_Donaldson_0002.jpg,4
NEUTRAL/neutral (4209).png,5
HAPPINESS/happiness (4198).jpg,4
CONTEMPT/contempt (1094).jpg,1
SURPRISE/surprise (40).png,7
Pervez_Musharraf_0002.jpg,4
FEAR/fear (2255).jpg,3
ANGER/anger (2171).jpg,0
Nia_Vardalos_0004.jpg,4
SADNESS/sadness (5150).jpg,6
SURPRISE/surprise (5431).jpg,7
SURPRISE/surprise (2022).jpg,7
NEUTRAL/neutral (2486).jpg,5
Carlos_Manuel_Pruneda_0003.jpg,5
CONTEMPT/contempt (1281).jpg,1
ANGER/anger (2619).jpg,0
SURPRISE/surprise (6027).jpg,7
FEAR/fear (11).png,3
HAPPINESS/happiness (6578).jpg,4
SADNESS/sadness (2851).jpg,6
SURPRISE/surprise (1660).jpg,7
Ari_Fleischer_0012.jpg,4
HAPPINESS/happiness (6929).png,4
NEUTRAL/neutral (3004).png,5
HAPPINESS/happiness (6190).jpg,4
HAPPINESS/happiness (7640).png,4
HAPPINESS/happiness (2886).png,4
CONTEMPT/contempt (34).jpg,1
Ray_Nagin_0001.jpg,4
Kristy_Curry_0001.jpg,7
HAPPINESS/happiness (4682).jpg,4
SADNESS/sadness (3633).jpg,6
NEUTRAL/neutral (4776).png,5
SURPRISE/surprise (4333).jpg,7
CONTEMPT/contempt (1376).jpg,1
John_Geoghan_0001.jpg,4
CONTEMPT/contempt (8).png,1
CONTEMPT/contempt (2712).jpg,1
John_Rosa_0002.jpg,5
CONTEMPT/contempt (390).jpg,1
Prince_Harry_0001.jpg,4
FEAR/fear (2853).jpg,3
NEUTRAL/neutral (3681).jpg,5
ANGER/anger (5720).jpg,0
FEAR/fear (7).png,3
Stephen_Push_0001.jpg,5
SURPRISE/surprise (1363).jpg,7
Rodrigo_Rato_0001.jpg,5
NEUTRAL/neutral (2989).png,5
Catherine_Deneuve_0005.jpg,4
Hugo_Chavez_0067.jpg,5
HAPPINESS/happiness (4476).jpg,4
Stefanie_De_Roux_0001.jpg,4
HAPPINESS/happiness (3242).png,4
DISGUST/disgust (2586).jpg,2
Chris_Crocker_0001.jpg,5
Mary_Robinson_0001.jpg,5
NEUTRAL/neutral (4562).jpg,5
SURPRISE/surprise (5368).jpg,7
FEAR/fear (3039).jpg,3
SADNESS/sadness (2626).jpg,6
SURPRISE/surprise (1198).jpg,7
NEUTRAL/neutral (4146).jpg,5
DISGUST/disgust (1444).jpg,2
ANGER/anger (50).jpg,0
SURPRISE/surprise (5097).jpg,7
SADNESS/sadness (4160).jpg,6
DISGUST/disgust (7).png,2
CONTEMPT/contempt (323).jpg,1
HAPPINESS/happiness (5722).jpg,4
Jose_Manuel_Durao_Barroso_0005.jpg,5
FEAR/fear (5148).jpg,3
Tim_Henman_0001.jpg,0
Amram_Mitzna_0001.jpg,5
SADNESS/sadness (1).png,6
Rowan_Williams_0001.jpg,5
ANGER/anger (397).png,0
SURPRISE/surprise (41).png,7
Martin_Scorsese_0007.jpg,5
FEAR/fear (2469).jpg,3
NEUTRAL/neutral (3265).png,5
HAPPINESS/happiness (82).jpg,4
SURPRISE/surprise (3373).png,7
CONTEMPT/contempt (171).jpg,1
Julian_Fantino_0001.jpg,5
FEAR/fear (1082).jpg,3
Colin_Powell_0165.jpg,5
HAPPINESS/happiness (2033).jpg,4
NEUTRAL/neutral (4666).png,5
SURPRISE/surprise (4730).jpg,7
NEUTRAL/neutral (3059).jpg,5
SADNESS/sadness (1666).jpg,6
HAPPINESS/happiness (186).jpg,4
SURPRISE/surprise (3757).jpg,7
FEAR/fear (1754).jpg,3
CONTEMPT/contempt (1652).jpg,1
DISGUST/disgust (2686).jpg,2
SURPRISE/surprise (30).png,7
HAPPINESS/happiness (4353).jpg,4
DISGUST/disgust (484).jpg,2
NEUTRAL/neutral (151).png,5
CONTEMPT/contempt (2017).jpg,1
CONTEMPT/contempt (821).jpg,1
NEUTRAL/neutral (3771).jpg,5
SURPRISE/surprise (5661).jpg,7
HAPPINESS/happiness (6105).jpg,4
SADNESS/sadness (2360).jpg,6
SURPRISE/surprise (3715).jpg,7
FEAR/fear (2949).jpg,3
CONTEMPT/contempt (110).jpg,1
FEAR/fear (4681).jpg,3
BJ_Habibie_0001.jpg,4
ANGER/anger (4692).png,0
Bill_Clinton_0028.jpg,4
DISGUST/disgust (55).jpg,2
FEAR/fear (38).jpg,3
NEUTRAL/neutral (3614).jpg,5
Catherine_Zeta-Jones_0005.jpg,4
ANGER/anger (165).jpg,0
DISGUST/disgust (1570).jpg,2
DISGUST/disgust (730).jpg,2
HAPPINESS/happiness (3410).png,4
CONTEMPT/contempt (974).jpg,1
FEAR/fear (39).png,3
FEAR/fear (1962).jpg,3
DISGUST/disgust (2093).jpg,2
NEUTRAL/neutral (4939).jpg,5
FEAR/fear (1606).jpg,3
Pervez_Musharraf_0012.jpg,5
Phil_Johnson_0001.jpg,5
HAPPINESS/happiness (3933).jpg,4
ANGER/anger (1847).jpg,0
DISGUST/disgust (2506).jpg,2
CONTEMPT/contempt (1823).jpg,1
Anne_McLellan_0001.jpg,4
SADNESS/sadness (5538).jpg,6
HAPPINESS/happiness (3497).jpg,4
ANGER/anger (2513).jpg,0
Colin_Farrell_0005.jpg,5
HAPPINESS/happiness (4648).png,4
ANGER/anger (5278).jpg,0
Peter_Gilmour_0001.jpg,5
FEAR/fear (3621).jpg,3
SADNESS/sadness (1294).jpg,6
SURPRISE/surprise (7).png,7
ANGER/anger (4886).jpg,0
HAPPINESS/happiness (4049).png,4
Jose_Santos_0001.jpg,5
SADNESS/sadness (4431).png,6
Tom_Glavine_0001.jpg,4
FEAR/fear (5389).jpg,3
ANGER/anger (4839).jpg,0
Harvey_Weinstein_0001.jpg,4
Atal_Bihari_Vajpayee_0014.jpg,5
SURPRISE/surprise (5862).jpg,7
HAPPINESS/happiness (4679).png,4
CONTEMPT/contempt (501).jpg,1
CONTEMPT/contempt (2657).jpg,1
FEAR/fear (65).png,3
SURPRISE/surprise (5790).jpg,7
HAPPINESS/happiness (1844).png,4
CONTEMPT/contempt (2080).jpg,1
FEAR/fear (3255).jpg,3
HAPPINESS/happiness (4729).jpg,4
HAPPINESS/happiness (5600).jpg,4
Nadia_Forte_0001.jpg,4
Jorge_Rodolfo_Canicoba_Corral_0001.jpg,4
NEUTRAL/neutral (2668).png,5
HAPPINESS/happiness (4282).jpg,4
SURPRISE/surprise (5408).jpg,7
HAPPINESS/happiness (5664).jpg,4
SADNESS/sadness (2563).jpg,6
Mary-Kate_Olsen_0002.jpg,4
HAPPINESS/happiness (6111).jpg,4
SURPRISE/surprise (1154).jpg,7
NEUTRAL/neutral (4289).jpg,5
HAPPINESS/happiness (99).jpg,4
FEAR/fear (3231).jpg,3
CONTEMPT/contempt (2244).jpg,1
HAPPINESS/happiness (3797).jpg,4
HAPPINESS/happiness (3041).png,4
CONTEMPT/contempt (799).jpg,1
NEUTRAL/neutral (360).jpg,5
HAPPINESS/happiness (3504).jpg,4
SADNESS/sadness (3577).jpg,6
HAPPINESS/happiness (3888).png,4
Ralph_Nader_0001.jpg,5
Serena_Williams_0051.jpg,4
SADNESS/sadness (1264).jpg,6
NEUTRAL/neutral (4545).jpg,5
NEUTRAL/neutral (4820).png,5
Kim_Ryong-sung_0005.jpg,4
FEAR/fear (2839).jpg,3
SADNESS/sadness (2834).jpg,6
John_Nash_0001.jpg,5
NEUTRAL/neutral (4204).jpg,5
HAPPINESS/happiness (3317).jpg,4
FEAR/fear (1967).jpg,3
NEUTRAL/neutral (88).jpg,5
FEAR/fear (1745).jpg,3
FEAR/fear (2380).jpg,3
HAPPINESS/happiness (4684).png,4
CONTEMPT/contempt (1016).jpg,1
SADNESS/sadness (4498).jpg,6
Helen_Clark_0004.jpg,4
CONTEMPT/contempt (180).jpg,1
Jennifer_Lopez_0009.jpg,4
Rita_Moreno_0002.jpg,4
Bruce_Springsteen_0002.jpg,4
FEAR/fear (4774).jpg,3
CONTEMPT/contempt (860).jpg,1
DISGUST/disgust (1342).jpg,2
SADNESS/sadness (5609).jpg,6
SADNESS/sadness (1973).jpg,6
Stepan_Demirchian_0001.jpg,4
NEUTRAL/neutral (121).png,5
Tony_Curtis_0002.jpg,4
George_W_Bush_0130.jpg,4
Colin_Powell_0188.jpg,0
CONTEMPT/contempt (958).jpg,1
Kim_Clijsters_0014.jpg,4
SADNESS/sadness (2743).jpg,6
SURPRISE/surprise (5520).jpg,7
FEAR/fear (5370).jpg,3
SURPRISE/surprise (5160).jpg,7
HAPPINESS/happiness (6575).png,4
FEAR/fear (3391).jpg,3
CONTEMPT/contempt (2126).jpg,1
SADNESS/sadness (3251).jpg,6
George_W_Bush_0114.jpg,4
NEUTRAL/neutral (2822).jpg,5
NEUTRAL/neutral (2610).png,5
SADNESS/sadness (5336).png,6
FEAR/fear (2778).jpg,3
SADNESS/sadness (3393).jpg,6
Cruz_Bustamante_0005.jpg,5
CONTEMPT/contempt (2457).jpg,1
NEUTRAL/neutral (2676).png,5
SURPRISE/surprise (4526).jpg,7
Heizo_Takenaka_0002.jpg,5
FEAR/fear (4228).jpg,3
NEUTRAL/neutral (4000).jpg,5
NEUTRAL/neutral (465).jpg,5
HAPPINESS/happiness (7902).png,4
DISGUST/disgust (2098).jpg,2
ANGER/anger (2206).jpg,0
Linda_Amicangioli_0001.jpg,4
NEUTRAL/neutral (4790).png,5
FEAR/fear (4154).jpg,3
HAPPINESS/happiness (3260).png,4
SURPRISE/surprise (2927).jpg,7
Michel_Charles_Chretien_0001.jpg,5
FEAR/fear (3984).jpg,3
Venus_Williams_0007.jpg,5
Wen_Jiabao_0005.jpg,4
FEAR/fear (4556).jpg,3
FEAR/fear (4352).jpg,3
HAPPINESS/happiness (20).png,4
Michael_Chiklis_0002.jpg,5
FEAR/fear (1305).jpg,3
NEUTRAL/neutral (3459).png,5
NEUTRAL/neutral (1878).png,5
HAPPINESS/happiness (4740).png,4
HAPPINESS/happiness (5417).png,4
NEUTRAL/neutral (4495).jpg,5
NEUTRAL/neutral (3471).jpg,5
ANGER/anger (5964).jpg,0
Kweisi_Mfume_0001.jpg,5
Gerhard_Schroeder_0101.jpg,5
FEAR/fear (2208).jpg,3
HAPPINESS/happiness (47).png,4
HAPPINESS/happiness (2328).jpg,4
SADNESS/sadness (2959).jpg,6
SURPRISE/surprise (5067).jpg,7
SADNESS/sadness (5432).jpg,6
SADNESS/sadness (1834).jpg,6
ANGER/anger (152).jpg,0
CONTEMPT/contempt (2161).jpg,1
NEUTRAL/neutral (2914).jpg,5
David_Heyman_0002.jpg,4
SADNESS/sadness (3448).jpg,6
CONTEMPT/contempt (596).jpg,1
Ellen_DeGeneres_0001.jpg,4
Richard_Myers_0009.jpg,5
CONTEMPT/contempt (1467).jpg,1
HAPPINESS/happiness (5852).jpg,4
CONTEMPT/contempt (2710).jpg,1
ANGER/anger (5616).jpg,0
FEAR/fear (3354).jpg,3
CONTEMPT/contempt (2587).jpg,1
CONTEMPT/contempt (696).jpg,1
FEAR/fear (3546).jpg,3
Prince_William_0001.jpg,4
Jason_Jennings_0001.jpg,4
NEUTRAL/neutral (75).jpg,5
ANGER/anger (5516).jpg,0
NEUTRAL/neutral (2673).jpg,5
CONTEMPT/contempt (1537).jpg,1
CONTEMPT/contempt (791).jpg,1
SURPRISE/surprise (5010).jpg,7
HAPPINESS/happiness (6256).jpg,4
NEUTRAL/neutral (2896).jpg,5
NEUTRAL/neutral (5164).jpg,5
DISGUST/disgust (3186).jpg,2
SURPRISE/surprise (3982).jpg,7
SADNESS/sadness (368).jpg,6
NEUTRAL/neutral (5150).jpg,5
CONTEMPT/contempt (2601).jpg,1
Ty_Votaw_0001.jpg,5
Marc_Racicot_0001.jpg,5
CONTEMPT/contempt (959).jpg,1
HAPPINESS/happiness (8001).png,4
FEAR/fear (3248).jpg,3
NEUTRAL/neutral (4843).jpg,5
CONTEMPT/contempt (1525).jpg,1
Ellen_MacArthur_0001.jpg,4
FEAR/fear (63).png,3
SURPRISE/surprise (272).jpg,7
ANGER/anger (1843).png,0
SADNESS/sadness (2379).jpg,6
HAPPINESS/happiness (8161).png,4
SURPRISE/surprise (19).png,7
CONTEMPT/contempt (1465).jpg,1
CONTEMPT/contempt (1131).jpg,1
SURPRISE/surprise (4693).jpg,7
NEUTRAL/neutral (508).png,5
NEUTRAL/neutral (3598).jpg,5
NEUTRAL/neutral (56).png,5
ANGER/anger (805).jpg,0
NEUTRAL/neutral (3974).jpg,5
NEUTRAL/neutral (2852).jpg,5
NEUTRAL/neutral (3043).jpg,5
Charlie_Zaa_0001.jpg,4
HAPPINESS/happiness (4462).jpg,4
ANGER/anger (2201).jpg,0
FEAR/fear (2243).jpg,3
ANGER/anger (5163).jpg,0
HAPPINESS/happiness (2149).jpg,4
Vicente_Fox_0021.jpg,5
CONTEMPT/contempt (1562).jpg,1
HAPPINESS/happiness (490).jpg,4
Igor_Ivanov_0004.jpg,5
HAPPINESS/happiness (5806).jpg,4
NEUTRAL/neutral (3752).jpg,5
HAPPINESS/happiness (3498).jpg,4
NEUTRAL/neutral (1154).png,5
SADNESS/sadness (2211).png,6
HAPPINESS/happiness (5165).jpg,4
SURPRISE/surprise (2396).jpg,7
CONTEMPT/contempt (870).jpg,1
HAPPINESS/happiness (1756).jpg,4
DISGUST/disgust (773).jpg,2
Pham_Thi_Mai_Phuong_0001.jpg,4
SADNESS/sadness (4109).jpg,6
Jason_Biggs_0001.jpg,5
Toni_Braxton_0002.jpg,5
HAPPINESS/happiness (7231).png,4
Robert_Blake_0008.jpg,7
HAPPINESS/happiness (3775).jpg,4
NEUTRAL/neutral (2077).jpg,5
HAPPINESS/happiness (1507).jpg,4
ANGER/anger (5730).jpg,0
FEAR/fear (27).png,3
Doug_Moe_0001.jpg,4
NEUTRAL/neutral (654).jpg,5
SADNESS/sadness (75).jpg,6
HAPPINESS/happiness (1012).png,4
DISGUST/disgust (912).jpg,2
HAPPINESS/happiness (73).jpg,4
NEUTRAL/neutral (2848).jpg,5
Claire_Danes_0002.jpg,4
DISGUST/disgust (1177).jpg,2
CONTEMPT/contempt (1384).jpg,1
SURPRISE/surprise (5666).jpg,7
Abdullah_Gul_0004.jpg,4
DISGUST/disgust (1126).jpg,2
FEAR/fear (18).png,3
SADNESS/sadness (2193).jpg,6
ANGER/anger (2804).jpg,0
ANGER/anger (5066).jpg,0
SURPRISE/surprise (51).png,7
FEAR/fear (2011).jpg,3
Paulo_Cesar_Pinheiro_0002.jpg,5
SURPRISE/surprise (1671).jpg,7
NEUTRAL/neutral (101).jpg,5
HAPPINESS/happiness (8593).png,4
DISGUST/disgust (2614).jpg,2
HAPPINESS/happiness (5175).jpg,4
DISGUST/disgust (4372).jpg,2
Jayamadhuri_66.jpg,2
SADNESS/sadness (1921).jpg,6
DISGUST/disgust (864).jpg,2
ANGER/anger (6033).jpg,0
HAPPINESS/happiness (6481).png,4
FEAR/fear (2672).png,3
DISGUST/disgust (1880).jpg,2
DISGUST/disgust (5).png,2
SURPRISE/surprise (2237).jpg,7
ANGER/anger (443).png,0
Mitoji_Yabunaka_0002.jpg,5
Steve_Waugh_0001.jpg,4
HAPPINESS/happiness (3663).png,4
SURPRISE/surprise (3).png,7
NEUTRAL/neutral (3203).png,5
Leslie_Ann_Woodward_0001.jpg,4
FEAR/fear (989).jpg,3
HAPPINESS/happiness (1410).jpg,4
SURPRISE/surprise (1248).jpg,7
Tom_Daschle_0011.jpg,5
CONTEMPT/contempt (14).jpg,1
David_Caruso_0003.jpg,5
NEUTRAL/neutral (3221).jpg,5
FEAR/fear (738).jpg,3
HAPPINESS/happiness (3097).png,4
SADNESS/sadness (1968).jpg,6
SURPRISE/surprise (6009).jpg,7
FEAR/fear (3367).jpg,3
SURPRISE/surprise (5284).jpg,7
NEUTRAL/neutral (1079).jpg,5
Gabriel_Farhi_0001.jpg,5
NEUTRAL/neutral (3450).jpg,5
NEUTRAL/neutral (3447).jpg,5
FEAR/fear (1824).jpg,3
Henning_Scherf_0001.jpg,4
SADNESS/sadness (1107).jpg,6
Alvaro_Noboa_0001.jpg,4
HAPPINESS/happiness (3350).png,4
Marco_Antonio_Barrera_0006.jpg,4
SADNESS/sadness (1176).jpg,6
ANGER/anger (4312).jpg,0
SURPRISE/surprise (2230).jpg,7
Najib_al-Salhi_0001.jpg,5
SURPRISE/surprise (3415).jpg,7
CONTEMPT/contempt (1008).jpg,1
NEUTRAL/neutral (1962).png,5
SURPRISE/surprise (3927).png,7
SURPRISE/surprise (1889).jpg,7
HAPPINESS/happiness (67).png,4
ANGER/anger (5064).jpg,0
SADNESS/sadness (3317).jpg,6
Jonathan_Tiomkin_0001.jpg,4
HAPPINESS/happiness (8340).png,4
Jim_Edmonds_0002.jpg,5
Yingfan_Wang_0001.jpg,5
DISGUST/disgust (3842).jpg,2
Heizo_Takenaka_0008.jpg,5
NEUTRAL/neutral (4679).jpg,5
SADNESS/sadness (1718).jpg,6
FEAR/fear (2029).jpg,3
Michael_Powell_0001.jpg,5
NEUTRAL/neutral (3711).jpg,5
Nizar_Trabelsi_0001.jpg,5
NEUTRAL/neutral (4416).jpg,5
NEUTRAL/neutral (4767).jpg,5
SADNESS/sadness (12).png,6
John_Eder_0001.jpg,4
DISGUST/disgust (2856).jpg,2
NEUTRAL/neutral (370).jpg,5
NEUTRAL/neutral (1472).jpg,5
DISGUST/disgust (3607).jpg,2
SADNESS/sadness (1954).png,6
SURPRISE/surprise (5347).jpg,7
CONTEMPT/contempt (2705).jpg,1
NEUTRAL/neutral (1423).jpg,5
Igor_Ivanov_0015.jpg,5
SURPRISE/surprise (70).png,7
DISGUST/disgust (3794).jpg,2
ANGER/anger (1054).jpg,0
Matt_Walters_0001.jpg,4
NEUTRAL/neutral (5270).jpg,5
Jerry_Hall_0001.jpg,4
Nicolas_Cage_0003.jpg,4
SADNESS/sadness (1635).jpg,6
Gary_Doer_0002.jpg,4
HAPPINESS/happiness (4128).png,4
DISGUST/disgust (725).jpg,2
HAPPINESS/happiness (66).png,4
Dustin_Brown_0001.jpg,4
CONTEMPT/contempt (978).jpg,1
CONTEMPT/contempt (2304).jpg,1
FEAR/fear (2643).jpg,3
HAPPINESS/happiness (3437).png,4
SADNESS/sadness (1304).jpg,6
DISGUST/disgust (3872).jpg,2
DISGUST/disgust (2116).jpg,2
FEAR/fear (2286).png,3
SURPRISE/surprise (5228).jpg,7
HAPPINESS/happiness (1646).jpg,4
Rien_Long_0001.jpg,4
ANGER/anger (449).png,0
NEUTRAL/neutral (3896).jpg,5
Jeong_Se-hyun_0003.jpg,5
NEUTRAL/neutral (3944).jpg,5
FEAR/fear (5669).jpg,3
HAPPINESS/happiness (5622).png,4
SADNESS/sadness (4212).jpg,6
Silvio_Fernandez_0002.jpg,4
DISGUST/disgust (4340).jpg,2
Angelina_Jolie_0007.jpg,5
HAPPINESS/happiness (4812).jpg,4
SADNESS/sadness (5386).jpg,6
SADNESS/sadness (1209).jpg,6
CONTEMPT/contempt (2290).jpg,1
NEUTRAL/neutral (3770).jpg,5
HAPPINESS/happiness (1707).jpg,4
ANGER/anger (4723).jpg,0
Paula_Locke_0001.jpg,5
Eliane_Karp_0002.jpg,4
Bill_Gates_0009.jpg,5
SADNESS/sadness (65).png,6
NEUTRAL/neutral (3645).png,5
NEUTRAL/neutral (1990).jpg,5
Brad_Garrett_0003.jpg,5
SURPRISE/surprise (5746).jpg,7
NEUTRAL/neutral (4849).png,5
NEUTRAL/neutral (2949).jpg,5
NEUTRAL/neutral (4481).jpg,5
SURPRISE/surprise (3821).jpg,7
SADNESS/sadness (5671).jpg,6
NEUTRAL/neutral (3662).jpg,5
SURPRISE/surprise (3972).jpg,7
SADNESS/sadness (83).jpg,6
HAPPINESS/happiness (88).jpg,4
NEUTRAL/neutral (3144).png,5
HAPPINESS/happiness (650).png,4
SURPRISE/surprise (2629).jpg,7
HAPPINESS/happiness (4411).jpg,4
FEAR/fear (1640).jpg,3
NEUTRAL/neutral (1230).png,5
SURPRISE/surprise (244).jpg,7
ANGER/anger (3219).jpg,0
Lela_Rochon_0001.jpg,4
SURPRISE/surprise (4175).jpg,7
CONTEMPT/contempt (828).jpg,1
FEAR/fear (1936).jpg,3
NEUTRAL/neutral (2675).jpg,5
Alejandro_Atchugarry_0002.jpg,5
CONTEMPT/contempt (2560).jpg,1
SURPRISE/surprise (5853).jpg,7
FEAR/fear (1977).jpg,3
FEAR/fear (4036).jpg,3
HAPPINESS/happiness (8086).png,4
NEUTRAL/neutral (847).jpg,5
DISGUST/disgust (3736).jpg,2
HAPPINESS/happiness (6043).png,4
Joe_Leonard_0001.jpg,4
SURPRISE/surprise (4942).jpg,7
CONTEMPT/contempt (1697).jpg,1
SURPRISE/surprise (6046).jpg,7
ANGER/anger (1635).jpg,0
FEAR/fear (2632).jpg,3
Daniel_Day-Lewis_0003.jpg,5
HAPPINESS/happiness (6586).png,4
HAPPINESS/happiness (1403).jpg,4
Giuseppe_Gibilisco_0004.jpg,5
Phil_Gramm_0001.jpg,5
CONTEMPT/contempt (2394).jpg,1
ANGER/anger (4792).jpg,0
NEUTRAL/neutral (4995).png,5
SADNESS/sadness (1704).jpg,6
ANGER/anger (5129).jpg,0
HAPPINESS/happiness (6155).jpg,4
Saddam_Hussein_0002.jpg,5
SURPRISE/surprise (3794).jpg,7
FEAR/fear (861).jpg,3
HAPPINESS/happiness (4029).jpg,4
SADNESS/sadness (4738).jpg,6
FEAR/fear (3818).jpg,3
NEUTRAL/neutral (1605).png,5
SURPRISE/surprise (1611).jpg,7
FEAR/fear (2533).jpg,3
CONTEMPT/contempt (1171).jpg,1
HAPPINESS/happiness (107).jpg,4
SADNESS/sadness (4754).jpg,6
CONTEMPT/contempt (2168).jpg,1
HAPPINESS/happiness (4233).png,4
FEAR/fear (2347).jpg,3
DISGUST/disgust (33).jpg,2
HAPPINESS/happiness (4557).jpg,4
NEUTRAL/neutral (5271).jpg,5
DISGUST/disgust (3924).jpg,2
FEAR/fear (5180).jpg,3
DISGUST/disgust (1087).jpg,2
SURPRISE/surprise (4819).jpg,7
SURPRISE/surprise (4079).jpg,7
SURPRISE/surprise (5249).jpg,7
FEAR/fear (5132).jpg,3
NEUTRAL/neutral (3749).png,5
ANGER/anger (4948).jpg,0
FEAR/fear (1369).jpg,3
Carlos_Lordkipanitse_0001.jpg,5
HAPPINESS/happiness (4292).png,4
Nicole_Kidman_0015.jpg,4
HAPPINESS/happiness (935).png,4
HAPPINESS/happiness (3299).jpg,4
HAPPINESS/happiness (5989).jpg,4
Diana_Renee_Valdivieso_Dubon_0001.jpg,4
DISGUST/disgust (2538).jpg,2
NEUTRAL/neutral (1589).png,5
Paul_ONeill_0008.jpg,5
SURPRISE/surprise (6014).jpg,7
FEAR/fear (1419).jpg,3
NEUTRAL/neutral (966).jpg,5
SURPRISE/surprise (5524).jpg,7
Carlos_Menem_0012.jpg,4
HAPPINESS/happiness (3807).jpg,4
FEAR/fear (1420).jpg,3
NEUTRAL/neutral (5067).jpg,5
NEUTRAL/neutral (4920).jpg,5
Andre_Agassi_0001.jpg,5
SURPRISE/surprise (1362).jpg,7
ANGER/anger (2971).jpg,0
CONTEMPT/contempt (1574).jpg,1
NEUTRAL/neutral (2245).jpg,5
NEUTRAL/neutral (1512).jpg,5
Walter_Mondale_0007.jpg,4
NEUTRAL/neutral (5231).jpg,5
SADNESS/sadness (1877).jpg,6
FEAR/fear (4959).jpg,3
ANGER/anger (4768).jpg,0
SADNESS/sadness (2371).jpg,6
HAPPINESS/happiness (4661).jpg,4
